sub_type,difficulty_level,sentence_corpus,correct_answers,error_words
6,2,"When I'm sick, {} in class makes me feel very anxious.",{coughing},{cough}
6,2,{} is a big problem in many schools.,{Bullying},{Bully}
6,2,{} brownies has been my specialty for a while now.,{Baking},{Bake}
6,2,{} quickly is something I've become very good at.,{Typing},{Type}
6,2,{} your own mind can be as important as listening.,{Speaking},{Speak}
6,2,"{} five, energetic children is very hard work.",{Babysitting},{Babysit}
6,2,{} alone at night makes me nervous.,{Walking},{Walk}
6,2,{} is very important because we need energy.,{Eating},{Eat}
6,3,{} a business requires multiple skills and patience.,{Managing},{Manage}
6,3,{} every step of your problem is important to ensure that you're doing the experiment right.,{Reporting},{Report}
6,3,The girls were {} for the right to attend school.,{fighting},{fight}
6,3,{} can be therapeutic because it gives you the experience of having different identities.,{Acting},{Act}
6,3,"{} is very healthy, so I try to do something every day that makes me laugh.",{Laughing},{Laugh}
6,3,{} has been popular for both young and old people for many decades.,{Skating},{Skate}
6,3,{} art can be a great outlet for stress.,{Creating},{Create}
6,3,Formal {} is being taken over by informal communication such as texting and emailing.,{writing},{write}
6,3,{} is what matters more than whether or not you succeed.,{Trying},{Try}
6,3,{} friends can make a big difference in how happy your life is.,{Having},{Have}
6,1,She could not stop {}.,{yawning},{yawn}
6,1,The girl didn't stop {}.,{walking},{walk}
6,1,She didn't stop {}.,{talking},{talk}
6,1,He didn't stop {}.,{working},{work}
6,1,Liam couldn't stop {}.,{laughing},{laugh}
6,1,Anna never stopped {}.,{smiling},{smile}
6,1,He couldn't stop {} at her.,{looking},{look}
6,1,She never stopped {} him.,{loving},{love}
6,1,My mom never stopped {}.,{knitting},{knit}
6,1,She finally stopped {} around the room.,{walking},{walk}
6,2,"Although it was past his bedtime, he didn't stop {}.",{reading},{read}
6,2,Why did they stop {} music in the restaurant?,{playing},{play}
6,2,She stopped {} once she retired.,{teaching},{teach}
6,2,He stopped {} tennis when he injured his knee.,{playing},{play}
6,2,We can't go out if it doesn't stop {}.,{snowing},{snow}
6,2,The child did not stop {} until his mother came.,{crying},{cry}
6,2,Our dog is excitable but it stops {} when told to.,{barking},{bark}
6,2,It's not raining anymore but they stopped {} outside anyway.,{playing},{play}
6,2,"Once Jamie got his candy, he stopped {}.",{crying},{cry}
6,2,Lena would not stop {} until her mother scolded her.,{talking},{talk}
6,3,"Ever since our uncle was killed by a shark, my brother stopped {}.",{diving},{dive}
6,3,Our professor stopped {} when he spotted a student sleeping in class.,{talking},{talk}
6,3,He loved basketball but he stopped {} after he graduated from college.,{playing},{play}
6,3,Liam never stopped {} to achieve his goal.,{trying},{try}
6,3,"Because she was so shy, Tess always stopped {} whenever someone came into her room.",{singing},{sing}
6,1,He liked {} to her.,{talking},{talk}
6,1,She liked {} ice cream.,{eating},{eat}
6,1,He likes {}.,{reading},{read}
6,1,My mother likes {}.,{fishing},{fish}
6,1,My father likes {}.,{cooking},{cook}
6,1,Lina likes {} postcards.,{collecting},{collect}
6,1,Mia likes {} our new puppy.,{petting},{pet}
6,1,Diane likes {} movies on weekends.,{watching},{watch}
6,1,He likes {} in the park.,{running},{run}
6,1,She likes {} sweets.,{eating},{eat}
6,2,He is very shy so he doesn't like {} in front of the whole class.,{speaking},{speak}
6,2,"For some reason, she likes {} with people.",{arguing},{argue}
6,2,He likes {} people to social events.,{inviting},{invite}
6,2,He likes {} money on unnecessary things.,{spending},{spend}
6,3,"He likes {} but because of his bad eyesight, he cannot read for very long.",{reading},{read}
6,3,He likes {} his nose in other people's business and gossiping about it.,{sticking},{stick}
6,3,Liz likes {} care of our cat and often plays with him.,{taking},{take}
6,3,She does not like {} into trouble but often finds herself being interrogated by the teachers and being sent to the principal's office.,{getting},{get}
6,3,It is admirable how he likes {} hard and getting good results.,{working},{work}
6,1,He loves {} comic books.,{reading},{read}
6,1,My father loves {} on weekends.,{cooking},{cook}
6,1,He loved {} in the park.,{walking},{walk}
6,1,Mr. Jones loves {} movies in class.,{showing},{show}
6,1,My little brother loves {}.,{talking},{talk}
6,1,The teacher loves {} on me.,{picking},{pick}
6,1,The dog loves {} with the children.,{playing},{play}
6,1,She loves {} a massage.,{getting},{get}
6,1,Amanda loved {} to his friends.,{talking},{talk}
6,1,The puppy loves {} our leftovers.,{eating},{eat}
6,2,John always got in trouble because he loved {}.,{fighting},{fight}
6,2,They loved {} during their free time.,{singing},{sing}
6,2,Our son loves {} and examining bugs.,{catching},{catch}
6,2,The mother loved {} presents for her children.,{buying},{buy}
6,3,"Emily loves {} in class, and that makes her a very engaging student.",{contributing},{contribute}
6,3,The King loved {} extravagant social events for his people.,{throwing},{throw}
6,3,The gorilla was surprisingly social and loved {} out to interact with people.,{coming},{come}
6,3,"The child had talent, and he loved {} his singing and dancing abilities to the world.",{showcasing},{showcase}
6,3,She loved {} pampered by her boyfriend and having him shower her with presents.,{getting},{get}
6,1,I enjoy {}.,{reading},{read}
6,1,I enjoy {} basketball.,{playing},{play}
6,1,I finished {} the movie.,{watching},{watch}
6,1,I finished {} on my assignment.,{working},{work}
6,1,Would you mind {} me some water?,{getting},{get}
6,1,Would you mind {} me the salad?,{passing},{pass}
6,1,I avoid {} when it's snowing.,{running},{run}
6,1,I avoid {} in front of people.,{speaking},{speak}
6,1,I gave up {} soccer.,{playing},{play}
6,1,I put off {} my chores.,{doing},{do}
6,2,I enjoy {} a nice cup of warm tea.,{drinking},{drink}
6,2,I enjoy {} free things by going to certain events.,{getting},{get}
6,2,I finished {} the Lord of the Rings series yesterday.,{reading},{read}
6,2,I finished {} my essay today.,{writing},{write}
6,2,I don't mind {} more food.,{getting},{get}
6,2,Would you mind {} me into the building?,{letting},{let}
6,2,I'm trying to avoid {} caught for writing graffiti on the school walls.,{getting},{get}
6,2,I avoid {} my friends from high school because they are immature.,{seeing},{see}
6,2,I gave up {} to Liz because she is so argumentative.,{talking},{talk}
6,2,I put off {} homework because I'm always very sleepy.,{doing},{do}
6,3,I enjoy {} new people and expanding my social circle.,{meeting},{meet}
6,3,I enjoy {} praised for my work because that means people recognize my efforts.,{getting},{get}
6,3,I finally finished {} to my girlfriend after five hours of arguing.,{talking},{talk}
6,3,"After I finished {} the homeless in our town, I felt a great wave of guilt for previously avoiding them.",{interviewing},{interview}
6,3,I don't mind {} you with your homework if you will help me later.,{helping},{help}
6,3,Do you mind {} the car started while I go get the kids?,{getting},{get}
6,3,I avoid {} into confrontations with people because it drains my energy.,{getting},{get}
6,3,I avoid {} my relatives when I come back home because they are extremely nosy.,{seeing},{see}
6,3,I gave up {} to arrange a meeting with Megan since she always seems to be very busy.,{trying},{try}
6,3,I put off {} on weekends because I want to do other things.,"{working, work}",{works}
6,1,Thanks for {}.,{coming},{come}
6,1,I use these shoes for {}.,{running},{ran}
6,1,He wants those shoes for {}.,{hiking},{hiked}
6,1,I need these glasses for {}.,{studying},{studied}
6,1,I apologize for {} you.,{troubling},{trouble}
6,1,I will use that for {}.,"{travelling, traveling, travel}","{travelled, travel}"
6,1,You should thank them for {}.,{waiting},{wait}
6,1,I gave her crayons for {}.,{drawing},{drew}
6,1,She needs new paint brushes for {}.,{painting},{painted}
6,1,The dog needs a leash for {}.,{walking},{walked}
6,2,Big dogs are very good for {} the house.,{guarding},{guards}
6,2,Petting animals is good for {} people under stress.,{relaxing},{relaxes}
6,2,It's time for you to buy proper gear for {}.,{running},{run}
6,2,Teresa needs money for {} back to Paris.,{flying},{flew}
6,2,Elsa wants new tools for {} a new scarf.,{knitting},{knits}
6,3,We carefully analyze every academic paper and follow certain guidelines for {} which paper to publish.,{deciding},{decided}
6,3,It is essential to use good evidence and examples for {} your customers.,{persuading},{persuaded}
6,3,She scolded her son for {} too much time with his friends at his school because his grades had dropped drastically.,{spending},{spend}
6,3,She used her favorite notebook for note {} in her favorite class.,{taking},{take}
6,3,She scolded her brother for {} his friend's idea and taking credit as if it were his own.,{stealing},{steal}
6,3,The police shut down the pet shop for {} puppies under inhumane conditions.,{breeding},{breed}
6,1,She was skilled in {}.,{painting},{paint}
6,1,She was interested in {} animals.,{studying},{studied}
6,1,He was very skilled at {}.,{singing},{sing}
6,1,He greatly improved in {} French.,{speaking},{speak}
6,2,He succeeded in {} a cure for cancer.,{finding},{finds}
6,2,They made no progress in {} the sick children.,{helping},{help}
6,2,"Although she was tall, she showed no interest in {} volleyball.",{playing},{plays}
6,2,He was very slow in {} the lesson.,{understanding},{understood}
6,3,"My father succeeded in {} a new, more eco-friendly form of public transportation.",{inventing},{invented}
6,3,She had no hesitation in {} some people in the room in order to make her point clear.,{offending},{offended}
6,3,My mother warned me that he was skilled at {} people.,{manipulating},{manipulates}
6,3,Lana has difficulty with {} the material taught in class and may need special attention.,{understanding},{understands}
6,3,Ben is not interested in {} business with us so we must stop pestering him.,{doing},{does}
6,1,You must go on {}.,{reading},{read}
6,1,I didn't plan on {}.,{quitting},{quit}
6,1,He's very keen on {} a puppy.,{getting},{gets}
6,1,We must keep on {}.,{going},{go}
6,1,He went on {} the entire night.,{talking},{talked}
6,2,At the interview he kept on {} me questions.,{asking},{ask}
6,2,She insisted on {} out of the house last year.,{moving},{moved}
6,2,Mina kept on {} until her mother came home.,{crying},{cry}
6,2,She kept on {} taller until she was in her 20s.,{growing},{grow}
6,2,They focused on {} one book instead of read many.,{reading},{read}
6,3,John knew that he and his wife Linda couldn't go on {} like this forever.,{arguing},{argue}
6,3,She went on {} her book and ignored the commotion that was occurring around her.,{reading},{read}
6,3,Ian's mother went on {} about her day until she realized he was no longer listening.,{complaining},{complain}
6,3,"If we give up we will die, so we must keep on {} until we find shelter.",{moving},{move}
6,3,"She insisted on {} him medical attention, but the injured man just shrugged her off and kept walking.",{getting},{got}
6,1,Are you good at {}?,{singing},{sing}
6,1,She is good at {}.,{writing},{write}
6,1,We are good at {}.,{acting},{act}
6,1,My mother is good at {}.,{cooking},{cook}
6,1,She is bad at {}.,{drawing},{draw}
6,2,I'm very quick at {} decisions.,{making},{make}
6,2,He is extremely good at {} and should stick to it.,{dancing},{dance}
6,2,He's very good at {} care of children.,{taking},{take}
6,2,She's bad at {} the piano but amazingly good at singing.,{playing},{play}
6,3,"Since he used to be a detective, he is skilled at {} valuable information from different people.",{acquiring},{acquire}
6,3,My grandmother was always wonderful at {} bedtime stories.,{telling},{tell}
6,3,She is brilliant at {} and she already has a job after she graduates from college.,{designing},{design}
6,3,She is very good at {} and she should be given much more credit than she receives.,{teaching},{teach}
6,3,"Mr. Henderson was amazingly good at {} people laugh, and he will be truly missed.",{making},{make}
6,1,I had a problem with {} that computer.,{using},{use}
6,1,Please help me with {} this call.,{making},{make}
6,1,We don't agree with {} children.,{hitting},{hit}
6,1,I am bored with {} to him talk.,{listening},{listen}
6,1,I am bored with {} this assignment.,{doing},{do}
6,2,Her team was credited with {} a difference.,{making},{make}
6,2,He was charged with {} a false report.,{making},{make}
6,2,How does she combine exercising with {}?,{studying},{study}
6,2,She was obsessed with {} into her dream college.,{getting},{get}
6,2,My son struggles with {} dressed by himself.,{getting},{get}
6,2,She was obsessed with {} that TV series.,{watching},{watch}
6,3,The problem with {} comments online is that they never disappear.,{making},{make}
6,3,Zach was always concerned with {} money and using his time efficiently.,{making},{make}
6,3,He never had trouble with {} friends in school.,{making},{make}
6,3,"No matter how noble your goals are, I don't agree with {} people in order to pursue them.",{hurting},{hurt}
6,3,I agree with {} the percentage of international students who receive scholarships from universities in the United States.,{increasing},{increase}
6,1,He walked away without {} anything.,{saying},{say}
6,1,He ran without {} proper shoes.,{wearing},{wear}
6,1,She crossed the river without {}.,{falling},{fall}
6,1,She left without {} to anyone.,{speaking},{speak}
6,1,He played the drums without {}.,{stopping},{stop}
6,2,Amanda kept working without {} the noise.,{noticing},{notice}
6,2,She sat there without {} at anyone else.,{looking},{look}
6,2,We cannot make this cake without {} the eggs with flour.,{mixing},{mix}
6,2,My older twin sisters managed to spend a day without {}.,{arguing},{argue}
6,3,Jamie continued her day without {} any more mistakes and went home relieved.,{making},{make}
6,3,"You cannot go without {} taxes, and the richer you are, the more you pay.",{paying},{pay}
6,3,Ellie often takes very good photographs of celebrities without them {}.,{noticing},{notice}
6,3,"The interviewer was a little unfriendly, and continued asking questions without {}.",{smiling},{smile}
6,3,"Without actually {} us why, we were all asked to leave the party.",{telling},{tell}
6,1,She felt so much better after {}.,{napping},{napped}
6,1,The kids were less cranky after {} lunch.,{eating},{eat}
6,1,Please take a shower after {}.,{exercising},{exercised}
6,1,"After {} the meat, Emily felt ill.",{eating},{eat}
6,1,"After {} for hours, his back started to ache.",{sitting},{sit}
6,2,He had a place to work right after {} from college.,{graduating},{graduate}
6,2,I couldn't sleep after {} the news.,{watching},{watch}
6,2,I felt sad after {} that movie.,{watching},{watch}
6,2,Johnny started crying after {} off the swing.,{falling},{fallen}
6,2,She felt great after {} out in the morning.,{working},{worked}
6,3,"He used to be a very handsome young man, but after {} old he was just like everyone else.",{growing},{grow}
6,3,"After {} overseas for such a long time, I felt like a foreigner when I came back home.",{living},{live}
6,3,"After {} with my sister for what seemed like hours, we ended up making peace over chocolate cake.",{arguing},{argue}
6,3,"After {} in my senior project, I finally felt like a free man.",{handing},{handed}
6,3,"After {} from high school, we all lost contact with each other and made new friends.",{graduating},{graduate}
6,1,She cleared her throat before {}.,{speaking},{speak}
6,1,She took a nap before {} out.,{going},{go}
6,1,He decided to read a little before {}.,{sleeping},{sleeps}
6,1,He fixed his tie before {} his presentation.,{starting},{starts}
6,1,He closed his eyes before {}.,{jumping},{jumped}
6,2,I finished all of my homework before {} to bed.,{going},{gone}
6,2,She took a deep breath before {} the letter.,{opening},{opened}
6,2,She took a sip of the brew before {} more spices.,{adding},{added}
6,2,She made many friends before {} the country.,{leaving},{leave}
6,2,The chef washed his hands thoroughly before {} the food.,{handling},{handled}
6,3,"Our brother, who goes to college overseas, was showered with love and affection before {} off to Europe.",{flying},{fly}
6,3,"He will live in the city with his friend for a couple of months before {} on his own, just so he can get used to the lifestyle.",{living},{live}
6,3,It is essential to proofread your final essay before {} it in to the teacher.,{turning},{turned}
6,3,"Before {} off to America, Ally gave each of her siblings a big hug and a present.",{flying},{fly}
6,3,The hostess made a toast before {} dinner to her guests.,{serving},{serve}
10,1,He works {} his mother.,"{for, with}","{from, to}"
10,1,You work {} money.,"{for, with}","{from, to}"
10,1,I pay {} your tuition.,{for},{from}
10,1,Will you pay {} his ticket?,{for},"{to, of}"
10,1,He fights {} his people.,"{for, with}","{up, to, of}"
10,1,I fight {} my country.,{for},"{up, to, of}"
10,1,I write {} the student newspaper.,{for},"{from, of}"
10,1,She is waiting {} her sister.,{for},"{from, to, of}"
10,1,I cook {} my mom sometimes.,"{for, with}","{from, to, of}"
10,1,She cooks {} her little brother.,"{for, with}","{from, to, of}"
10,2,I work {} my father's company during school breaks.,{for},"{from, to, of}"
10,2,He used to work {} the government but quit last year.,{for},"{up, to, of}"
10,2,I paid {} my mother's trip to Hawaii.,{for},"{to, of}"
10,2,I will pay {} your car if you get good grades.,{for},"{to, of}"
10,2,I will continue to fight {} my rights.,{for},"{up, to, of}"
10,2,This area is known {} its peaches.,{for},"{from, to, of}"
10,2,I used to write {} the local paper.,{for},"{from, of}"
10,2,He always cooks {} his wife on weekends.,"{for, with}","{from, to, of}"
10,2,My friend cooked {} her mother on Mother's Birthday.,"{for, with}","{from, to, of}"
10,3,My brother worked {} the Washington Hospital as an intern last summer.,"{for, in, at}","{up, to, of}"
10,3,He worked {} a film company that documented the prevalence of homelessness in New York City.,"{for, in, at}","{up, to, of}"
10,3,"He paid {} his flight months before, yet they still did not process the payment.",{for},"{into, to, of}"
10,3,"Being the good brother he is, he paid {} his sister's loans once he was able to afford it.",{for},"{into, to, of}"
10,3,It's important to understand the issues before you vote {} your candidate.,{for},"{up, to, of, with}"
10,3,I write {} those who cannot speak for themselves.,"{for, about}","{to, in, of}"
10,3,The judge called {} order in the courtroom after the outburst.,{for},"{up, of, to}"
10,3,"I looked {} a gift for my girlfriend, but I just don't know what she would like.",{for},"{to, of}"
10,3,I care {} my grandmother by cheering her up and providing her with nutritious meals.,{for},"{up, to, about, of}"
10,1,You look {} your sister.,{like},{as}
10,1,He looks {} his mother.,{like},{as}
10,1,The boy looks {} a man now.,{like},{as}
10,1,That sounds {} a typical teenage romance.,{like},"{as, by}"
10,1,When she sings she sounds {} an angel.,{like},"{as, by}"
10,1,I felt {} I was a kid again.,{like},"{as, if}"
10,1,Up on stage I felt {} a star.,{like},"{as, by}"
10,1,He died {} a hero.,{like},{as}
10,1,Adam slept {} a baby today.,{like},"{as, by}"
10,2,That seems {} a harsh punishment.,{like},"{as, by}"
10,2,The milk smelled {} it had spoiled.,{like},{of}
10,2,Ben looks {} he's really enjoying college.,{like},"{as, by, of, if}"
10,2,My older sister is beginning to sound {} our mother.,{like},"{as, by, of}"
10,2,I'm a little concerned because Emily sounds {} she's in pain.,{like},"{as, by, of}"
10,2,He acted {} a jerk when he won the game.,{like},"{as, by, of}"
10,2,They were dressed {} they were ready for Halloween.,{like},"{as, by, of}"
10,2,He neither fought nor died {} Achilles.,{like},{as}
10,2,Max tried to sing {} Beyonce to cheer up his little sister.,{like},{as}
10,2,Amanda was so exhausted she slept {} a dead person.,{like},"{as, of}"
10,3,Lina's make up was so well done she really looked {} Angelina Jolie from afar.,{like},"{as, by, of}"
10,3,My professor looked {} someone I knew in high school but I couldn't quite figure out who.,{like},"{as, by, of}"
10,3,I couldn't stop staring at my sister's dress because it made her look {} she was wearing cotton candy.,{like},"{as, by, of, if}"
10,3,I'm a little concerned because the captain sounds {} he doesn't know what he's doing.,{like},"{as, of, if}"
10,3,I'm going to check on the baby because he sounds {} he's about to cry.,{like},"{as, of, if}"
10,3,That nap was so rejuvenating I felt {} a new person!,{like},"{as, of, by}"
10,3,Richard felt {} he was annoying Jess with all the attention he was giving her.,{like},"{as, if}"
10,3,"My grandfather died {} he lived, quietly and without fuss.","{like, as, how}","{of, by, what}"
10,3,Mrs. Robert's daughter is only fourteen but she sings {} a professional.,{like},"{as, of, by}"
10,3,"We were treated {} very special guests, so yes, it was a great visit.",{like},"{as, of, if}"
10,1,I do not agree {} you.,{with},"{from, in, near, up, to, of}"
10,1,The garden is filled {} flowers.,{with},"{in, up, to, of}"
10,1,I am pleased {} his grades.,"{with, about}","{from, in, of, to}"
10,2,Liz constantly fights {} Emma over very small things.,{with},{to}
10,2,I generally agree {} what he says but this time I don't.,{with},"{from, in, near, up, of}"
10,2,My bag is heavy because it's filled {} unnecessary things.,{with},"{in, near, from, to, of}"
10,2,I am pleased {} the outcome of my project.,{with},"{of, near, past, since, up, to}"
10,3,Lina stayed {} a wonderful host family during her exchange program last fall.,{with},"{from, up, to, of, near}"
10,3,You need to learn to work {} William even though you dislike him.,"{with, for}","{from, to, of}"
10,3,It's nice to sit {} a cup of hot cocoa by the fireplace when it's snowing outside.,{with},"{as, from, in, near, to, of}"
10,3,You should not fight {} your parents because without them you wouldn't be here.,{with},"{during, from, in, up, to, of}"
10,3,Jane's grandfather is walking {} a cane because his legs are weak.,{with},"{up, by, from, of}"
10,3,Mrs. Walters stood {} her hands on her hips and a stern look on her face.,{with},"{during, from, in, since, to, of}"
10,3,I am very content with life and every day is filled {} laughter.,{with},"{during, near, past, since, to}"
10,3,The teacher seems very pleased {} your frequent participation in class.,"{with, about}","{during, near, past, up, to}"
11,1,John sat down {}.,{quickly},{quick}
11,1,He ate his dinner very {}.,{quickly},{quick}
11,1,She went home {}.,{quickly},{quick}
11,1,She spoke {}.,{quickly},{quick}
11,1,I finished homework {}.,{quickly},{quick}
11,1,He woke up {}.,{quickly},{quick}
11,1,He noticed the dog {}.,{quickly},{quick}
11,1,He untied his boots {}.,{quickly},{quick}
11,1,The mother hugged her child {}.,{quickly},{quick}
11,1,The apples started to rot {}.,{quickly},{quick}
11,2,I folded my clothes {}.,{quickly},{quick}
11,2,Evan jumped out of his seat {}.,{quickly},{quick}
11,2,He grabbed his keys {}.,{quickly},{quick}
11,2,The damage was fixed {} so father never knew.,{quickly},{quick}
11,2,John was so excited he opened his presents very {}.,{quickly},{quick}
11,2,Emily ran {} to catch the last bus home.,{quickly},{quick}
11,2,She started to walk {} when she noticed someone following her.,{quickly},{quick}
11,2,I finished my math exam {} so I could leave.,{quickly},{quick}
11,2,He turned {} and saw his mother in the crowd.,{quickly},{quick}
11,2,Lizzy ran down the basketball court {} and made the shot.,{quickly},{quick}
11,3,Samantha returned her overdue books {}.,{quickly},{quick}
11,3,Amanda hung up the phone {} when she realized she wasn't talking to her mother.,{quickly},{quick}
11,3,Let's work {} so we can finish before our favorite show comes on.,{quickly},{quick}
11,3,I need you to decide {} or I can't hire you for this job.,{quickly},{quick}
11,3,"Once the business meeting finished, the vice president left quite {}.",{quickly},{quick}
11,3,He drove {} to make sure he was going to be there on time.,{quickly},{quick}
11,3,She moved aside {} when she saw the car heading toward her.,{quickly},{quick}
11,3,"If you want me to buy you an ice cream, choose your flavor {}.",{quickly},{quick}
11,3,The teachers {} escorted the students to safety.,{quickly},{quick}
11,3,"Since Emma was sick, she got tired {} and decided to leave soccer practice earlier than usual.",{quickly},{quick}
11,1,Paul walked {}.,{carefully},{careful}
11,1,He looked through the books {}.,{carefully},{careful}
11,1,The women listened {}.,{carefully},{careful}
11,1,He read through the newspaper {}.,{carefully},{careful}
11,1,He entered the cave {}.,{carefully},{careful}
11,1,He boiled the spaghetti {}.,{carefully},{careful}
11,1,Think about it {}.,{carefully},{careful}
11,1,Please aim {}.,{carefully},{careful}
11,1,He drove {}.,{carefully},{careful}
11,1,He shut the door {}.,{carefully},{careful}
11,2,He listened to the instructions {}.,{carefully},{careful}
11,2,She cared for the injured cat {}.,{carefully},{careful}
11,2,"After he petted the dog, he washed his hands {}.",{carefully},{careful}
11,2,He read the contract {}.,{carefully},{careful}
11,2,You need to think through it {}.,{carefully},{careful}
11,2,He moved the delicate artwork {}.,{carefully},{careful}
11,2,The soldier aimed his rifle {}.,{carefully},{careful}
11,2,The taxi driver drove {} through the busy streets of Tokyo.,{carefully},{careful}
11,2,He carried the dishes {} but unfortunately dropped them.,{carefully},{careful}
11,2,The father carried his sleeping son {} to bed.,{carefully},{careful}
11,3,The brain tumor had to be removed {} so that it would not damage other parts of the brain.,{carefully},{careful}
11,3,He spoke to her {} so he wouldn't insult her in any way.,{carefully},{careful}
11,3,He pressed the button {} because he wasn't sure what it would do.,{carefully},{careful}
11,3,Jack walked toward the injured dog slowly and {}.,{carefully},{careful}
11,3,She looked at the painting {} and finally realized that it was fake.,{carefully},{careful}
11,3,He examined the meat {} and decided it was no longer fit to eat.,{carefully},{careful}
11,3,He watched the movie {} to study how the characters were developed.,{carefully},{careful}
11,3,Mark walked over the broken shards of glass {}.,{carefully},{careful}
11,3,She examined her baby {} in hopes of finding what was making her cry.,{carefully},{careful}
11,3,They planned the trip {} so they would not encounter any complications.,{carefully},{careful}
11,1,She started crying {}.,{suddenly},{sudden}
11,1,He {} stood up.,{suddenly},{sudden}
11,1,The train stopped {}.,{suddenly},{sudden}
11,1,She {} fell over.,{suddenly},{sudden}
11,1,She woke up {}.,{suddenly},{sudden}
11,1,He {} got angry.,{suddenly},{sudden}
11,1,His bird died {}.,{suddenly},{sudden}
11,1,The coach shouted {}.,{suddenly},{sudden}
11,1,I {} slipped.,{suddenly},{sudden}
11,1,He {} started running.,{suddenly},{sudden}
11,2,The birds {} stopped chirping.,{suddenly},{sudden}
11,2,The car {} sped up.,{suddenly},{sudden}
11,2,He {} started violently coughing.,{suddenly},{sudden}
11,2,"After soccer practice, my leg {} started hurting.",{suddenly},{sudden}
11,2,My grandmother {} started singing as she washed the dishes.,{suddenly},{sudden}
11,2,He {} went from laughing to crying.,{suddenly},{sudden}
11,2,He woke up {} when he heard a loud crash.,{suddenly},{sudden}
11,2,"The TV turned off {}, so we knew the power had gone out.",{suddenly},{sudden}
11,2,We were all startled because the dog barked {}.,{suddenly},{sudden}
11,2,The room {} began to shake violently.,{suddenly},{sudden}
11,3,"I {} realized I no longer needed to stay, so I left.",{suddenly},{sudden}
11,3,When she saw her father at the airport she {} cried and ran towards him.,{suddenly},{sudden}
11,3,Carla {} dropped her bags and ran out of the lecture room.,{suddenly},{sudden}
11,3,Bill {} ran back into the house to grab his cell phone.,{suddenly},{sudden}
11,3,We were running together but I looked back and saw that she {} disappeared.,{suddenly},{sudden}
11,3,Her mother {} embraced her  and said words of comfort.,{suddenly},{sudden}
11,3,Everyone thought Tom had left the country so they were surprised when he {} walked into the room.,{suddenly},{sudden}
11,3,Carl looked worried because Amy {} turned pale.,{suddenly},{sudden}
11,1,My tooth hurts {}.,{badly},{bad}
11,1,He hurt his leg {}.,{badly},{bad}
11,1,They hurt him {}.,{badly},{bad}
11,1,She behaves {}.,{badly},{bad}
11,1,The argument ended {}.,{badly},{bad}
11,1,She sings very {}.,{badly},{bad}
11,1,Things were going {} for him.,{badly},{bad}
11,2,He was so stressed that he slept {}.,{badly},{bad}
11,2,The conversation between my sister and my parents went {}.,{badly},{bad}
11,2,His relationship with his girlfriend was going {}.,{badly},{bad}
11,2,"Ever since he ate the raw fish, his stomach has hurt {}.",{badly},{bad}
11,2,He hurt his back {} when he was moving heavy boxes.,{badly},{bad}
11,2,I've run out of toothpaste and I need some {}.,{badly},{bad}
11,2,"Since she wasn't feeling well today, she was playing {}.",{badly},{bad}
11,2,He is a poor college student and needs money {}.,{badly},{bad}
11,2,Ben slipped on ice and hurt himself {}.,{badly},{bad}
11,3,"Ever since his dog died, he's been doing {}.",{poorly},{poor}
11,3,"As he was trying to catch the ball, he sprained his leg {}.",{badly},{bad}
11,3,"Surprisingly, my sister is dealing with the situation very {}.",{poorly},{poor}
11,3,"Jess didn't prepare much for her presentation, so it went {}.",{poorly},{poor}
11,3,"I think your friend has been doing {}, so you might want to go see him.",{badly},{bad}
11,3,He was never a good cook so when he prepared dinner for his girlfriend it went {}.,{poorly},{poor}
11,3,She wanted the new iPhone so {} that she worked three jobs for it.,{badly},{bad}
11,3,He was so nervous about the interview that he slept very {} last night.,{poorly},{poor}
11,3,"Despite being a great singer, she sang very {} that night.",{badly},{bad}
11,3,His favorite band was visiting his town and he wanted to see them so {} that he called in sick for work.,{badly},{bad}
11,3,The reason your heater is working {} is the dust blocking the vent.,{poorly},{poor}
11,1,He spoke very {}.,{quietly},{quiet}
11,1,She did her work {}.,{quietly},{quiet}
11,1,He walked home {}.,{quietly},{quiet}
11,1,Liz got up {}.,{quietly},{quiet}
11,1,Josh coughed {}.,{quietly},{quiet}
11,1,Mark began to sob {}.,{quietly},{quiet}
11,1,Morgan left the room {}.,{quietly},{quiet}
11,1,She listened {}.,{quietly},{quiet}
11,1,Adam clapped {}.,{quietly},{quiet}
11,1,She sniffed {}.,{quietly},{quiet}
11,1,Please do it {}.,{quietly},{quiet}
11,2,Ben sat on his bed and read his book {}.,{quietly},{quiet}
11,2,The boys {} walked past their parents who were already asleep.,{quietly},{quiet}
11,2,"No matter how {} I come in, he always wakes.",{quietly},{quiet}
11,2,"If it's late when you come by, please knock {}.",{quietly},{quiet}
11,2,Everyone at the memorial service was speaking very {}.,{quietly},{quiet}
11,2,I've never seen a baby cry {}.,{quietly},{quiet}
11,2,"If you must argue, please do it {}.",{quietly},{quiet}
11,2,She slipped out {} while no one was looking.,{quietly},{quiet}
11,2,Could you please eat more {}?,{quietly},{quiet}
11,3,I found her crying {} in her room the day her cat died.,{quietly},{quiet}
11,3,"It's so annoying when people think they are speaking {} into their phones, but they can be easily overheard.",{quietly},{quiet}
11,3,I could hear the rain {} hitting the window.,{quietly},{quiet}
11,3,She was {} doing her work when her sister burst into her room.,{quietly},{quiet}
11,3,My friends always speak so {}.,{quietly},{quiet}
